,vacancies,post_time,p_year_month,interview_time,content,成就感,學習成長,創新,薪資,福利,管理制度,工作氛圍,同事互動,主管風格,工作地點,公司規模,工作環境,產業前景,輪調,外派,出差,引擎,馬力,避震,外觀,操控,安全,堅固,配備,價錢,科技,品質,折舊,品牌,空間,保養,續航,尺寸,車種,驅動,變速箱,電資,機械,製造,車輛工程,品管,多元性,企業社會責任,企業永續目標,面試,徵才,實習,工作,離職,轉職,新鮮人,畢業,出路,能力,招募人員,正向,負向
10,生產技術工程師,2022.11.19,2022-11,2022.04,1.先做測驗(簡單力學、機件原理、驗車事項、邏輯測驗)。2.考完後主管面談，有經理/科長/人資，三對一面談。自我介紹後開始面談，內容主要以圖學概念、工作經驗、休閒嗜好等，有詢問可否加班，過程以一問一答為主，較少閒聊。3.一周後電話通知錄取。基本圖學/壓力排解等？圖學按照你懂得回答就好，不會刁難。力學簡單，有概念即可。原理部分主要考滑輪及彈簧。是否推薦此份工作：推薦，薪資對新鮮人來說算多，年薪也不錯。新鮮人可學到很多東西。其他注意事項：有員工宿舍，戶籍地址距公司50公里可申請,0,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,1,2,3,240
11,製程工程師,2022.10.23,2022-10,2022.1,面試前須填寫相關資料寄送給人資，面試時有做相關普化專業測驗及英文測驗。測驗約莫2小時。下午在進行面試，由兩位主管及人資作為面試，面談過程輕鬆，會問一些面試基本問題。工作環境如網上所說。福利條件人資大概會說明，跟104上的內容一樣。整體面試時間約3小時。對於塗裝了解？照實回答。專業測驗可以準備一下，大都是普化。英文測驗是類多益考試。職缺工作環境不是很好，福利還可以，可以去面試看看。,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,3,4,4,191
12,韌體工程師,2022.10.21,2022-10,2022.1,先自我介紹以及說明最近幾年的生涯規劃。接下來就是過往專業的問題，能答的話就答。若不知道或是沒接觸過就老實回答。主管人很務實，沒有想要考倒面試人的態度。整體過程很順暢，沒有什麼拖泥帶水。薪資部分不高，儲能這塊技術仍然處於發展中。很多關鍵技術都是採用外包方式。為什麼要來面試？老實回答即可以。若是新鮮人可以來這邊練功。福利基本都蠻齊全的。只是薪資普遍不高。不建議長期待，不缺錢或是想養老的除外。步調很慢,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,199
13,職員,2023.02.22,2023-02,2012.01,"1.面試過程1.先筆試(邏輯思考m 人格測驗, 英文考試等等) 2.筆試通過再進行面試。2.會先請您自我介紹之後, 會提問面試職類相關問題，例如商品企劃 就會問相關的經驗等等問題。3.福利條件可。4.整體花費時間約3小時。5.工作環境可。1.自我介紹？介紹與工作相關經驗與相關貢獻之回答。1.建議先了解面試職類，並收集相關職類資料等等 。2.了解公司基本的組織與發展策略與相關教育及福利等",0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,2,0,0,0,0,1,1,0,3,193
14,數位行銷工程師,2023.02.08,2023-02,2019.08,第一階段: 現場一位課長(直屬課長)、單位副理、HR。1. 自我介紹1分鐘。2. PPT題目快問快答約五分鐘。3. 詢問履歷內容、面試動機等。4. 整體感覺偏尋找人格特質符合的人選。5. 沒有過多的技術性問題。第二階段: 現場一位部門經理、一位管理部副理、單位主管、單位副理、HR。1. 單純聊聊履歷，聊興趣。2. 對沒有行銷經驗的我，甚至建議我到職前K完一本行銷學的教科書。3. 能夠進第二階段基本上會錄取。什麼樣的長官是心目中的好長官？1. 目標明確。2. 主事客觀。3. 不情緒化。誠實應答，從面試官的問題可以分辨它是希望判斷你的人格特質或是你的技術能力。並根據觀察到的誠實應答，不要答非所問，比如說明明是想多了解你這個人，你卻一直把作品抬出來，這樣只會呈現出你答非所問的個性,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,7,3,339
15,採購管理師,2023.02.07,2023-02,2023.02,人資邀約面試，面試前提供基本資料，若無2年內英文測驗成績，要補考英文測驗(類多益、閱讀加上聽力)。三個採購主管跟人資一起視訊面試，主要針對個人經歷去詢問，整體面試時間約40分鐘。自我介紹會先請你1分鐘用英文，其餘再用中文自我介紹。第二次為實體面試，面試前要做完適性測驗，由二個採購主管，兩個其他部門主管及一個人資一起面試，首先會要你進行自我介紹簡報，接下來用白板解一個情境題，然後針對自我介紹簡報去提問，整體時間不超過一小時。你期望的團隊氣氛?？個人經驗回答。你最喜歡&討厭的主管是如何呢?？個人經驗回答。團隊合作例子? 以及你扮演的角色?？個人經驗回答。面試地點交通較不方便，在苗栗三義廠，建議為交通預留多一點時間。實體面試時會有專車從警衛室接送至面試地點。,0,1,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,2,7,6,331
16,人力資源管理師,2023.02.02,2023-02,2023.02,由於因為疫情關係由視訊的方式進行面試。人資會提前MAIL工作申請書給予填寫，填寫完回寄並要附上畢業證書、成績單以及相關證照資料。面試前會有考試。英文測驗若多益成績有達650分以上的話則不需要做測驗。因為工作需接觸到日商，溝通倚賴英文。所以對英文會有要求，英文成績沒達到就不予面試了。對於測驗的了解、建議？如實回答。因為高層是日商，所以對於英文能力很要求，。人資態度還算不錯。通過考試之後，才會進行下一階段的主管面試。,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,3,3,1,210
17,採購管理師,2023.01.04,2023-01,2022.11,面談有兩階段，第一次是線上面談，第二次要到三義廠區，時間都大約半小時左右，有要求提供畢業證書、成績單及英檢成績，沒有的話要另外測驗。/面談過程和諧，人資及主管都相當親切有禮，主要針對履歷及簡報詢問，第二次面談需要做簡報，包含自我介紹及情境題。請問你過去最大的成就感是什麼？分享過去工作經驗的成果：議價低減的成本、解決航運的緊急狀況等等。可以先上官網了解公司，裕隆日產與裕隆汽車是兩家不同的子公司，裕日車沒有生產製造，大部分是辦公室性質的工程師及管理師,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,5,226
18,行政專員,2022.11.07,2022-11,2022.1,進去先填寫資料，填寫完等待廠長面試，先簡單基本自我介紹，廠長會邊看履歷變問問題，問的問題都是履歷上的問題，問完會開始講解公司制度，工作時間是8:30開始，大部分的人都會8點前到先整理環境，8:20宣布今天的事，會經常性加班到6:30左右。對數字敏感嗎？照實回答。這份行政專員的工作，適合有做過會計的人。有第二次面試需要到新竹總公司面試，面試官是財經部到經理。基本的文書處理要會跟熟悉,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,2,189
19,出納專員,2022.11.03,2022-11,2022.07,在中部據點面試時主管們態度超好，把你當客人看待，態度和藹可親，環境氛圍輕鬆。但是錄取一個月後就是噩夢的開始：。1. 薪資，面試時說碩士高於32000，因為32000在公司是大學畢業生的價碼，結果拿到薪資單一樣只有32000左右，頂多33000。2. 加班，薪資沒增加就算了，但上班要提早去打掃和點名，下班工作沒做完要先打卡，做完才能走，如果你直接走，隔天一定會被唸。基本上每天都會延遲下班。3.不能有問題，要求新人教一次就要融會貫通，問問題一定會被唸，動作比較慢也是。4.新人一犯錯到最後直接罵，什麼都罵，發現你學比較慢就對你貼上不認真的標籤，從此沒好日子過，基本上每天都會被罵，就算撐到下午，一樣會找事情電你。5.有問題不聯絡你，打電話直接到家裡，這點我真的傻爆眼，我接起來跟我說要找X先生（我爸的名字），結果是講有關我的事情，我爸直接請他打給我。6.工作雜到不行，業助的工作也是你的工作。7.考核會出鳥題目，各種刁鑽狀況，你應付得卡卡一樣被唸，前輩會演奧客來讓你考試。考當日帳款確認也會故意把帳弄亂，讓你在短時間內要把帳抓出來整理清楚，一樣太慢或是找主管討論會被唸。8.交接根本不是交接，最後一天要歸還東西了，還要你繼續把交接表上列的工作做完才能走，請問這叫什麼交接？都做完了還交接個毛？導致我隔天還要再跑一趟辦程序。9.主管休假還會打電話到公司電你，沒接到他的一通電話就直接爆氣說為什麼掛他電話？上班根本很少用手機，打line沒接到不知道在氣什麼。自我介紹？依照你準備的實講即可，基本上就是輕鬆的聊天，很容易錄取，因為出納職位超級缺人。如果你夠奴再來，基本上每天都要加班，沒加班主管還會跟同事私底下抱怨你，請假也會被講壞話，就是一個很表面的公司。面試時好聲好氣，錄取後各種刁難，離職也不會放過你，壓榨到最後一刻，表根本沒有什麼工作需要交接的。有問題跟中階主管反應也沒用，絕對挺資深專員，甚至我離職想當面道謝也放我鴿子，說離職手續當天可以直接去位置找他，結果他休假，明明前一天還有通電話確認。總之中部據點絕對不要來！,0,0,0,3,2,3,1,1,6,1,0,1,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,1,0,0,5,6,863
20,實習生,2022.10.22,2022-10,2022.06,視訊面試 + 多對一面試：會先和其他應徵者進入會議室A，而且是所有部門的應徵者。公司主管會簡單介紹裕日這間公司，算是一個小暖身，然後會一個一個唱名輪流離開，去另一個會議室(代稱會議室B)。進入會議室B後，有各部門主管，整個對話只有五分鐘，就我所知五分鐘是固定的時間，但如果表現很好說不定會更久。排序最想去的部門？由於我並沒有想到會是各部門主管的多對一面試，因此沒記熟所有部門名稱，排序時有漏掉的部門，是本次面試的一大敗筆。用一句話形容裕日？「有活力的年輕人」是我給出的答案，因為我認為裕日的宣傳手法頗為新潮，當時官網上有心理測驗、Instagram似乎有攝影活動，但現在回想起來這個解釋不夠有說服力，所以建議可以先自己想好，不要像我臨時擠出這個破答案。語氣肯定、表現大方很重要，各部門在做什麼最好都要先了解一下，自我介紹一定要準備，大概2分鐘就好。主管的反應大部分很冷漠(不知道是不是因為我很糟還是是故意營造的氣氛)，祝各位求職順利,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,7,416
21,職員,2022.10.19,2022-10,2019.01,"沒有近期多益成績的話就必須先上機考多益, 考完後人資會將成績給部門主管後進行面談, 基本上部門主管過關的話就差不多穩了, 第二次面試是人資跟其他高層, 就問一些未來的規劃, 想獲得的東西, 苗栗三義比較遠沒有交通工具, 去之前要想清楚.。中英文自我介紹？照自己的稿說一說。未來的規劃？照實說就可以。2022年有一票辦公室正職員工離職, 因為產品力不足賺不到錢, 導致裕日的薪資跟不上業界水平, 工作越久領得越少, 而且組織派系嚴重, 不建議到這間公司任職",0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,4,2,227
22,數據分析工程師,2021.05.24,2021-05,2021.04,這個職缺總共會有履歷初審+筆試+2次面試。會知道這個職缺是公司主動邀約才知道。第一次面試會花滿多時間，考完筆試會提供便當，下午才開始面試。主要都花在筆試的時間(約2個小時)。筆試分成英文(40分鐘)、個人特質(15分鐘)、專業測驗(1小時)。英文聽力及閱讀各考20分鐘。聽力只會放一次，不能重播，也不能回去改答案。閱讀可以寫完後面的再回去前面改，反正時間內要怎麼作答都可以。考試的成績在寫完題目之後馬上就會知道。印象中至少分數要達400分。如果平常多益有600分以上應該會覺得滿輕鬆的。個人特質的部分就15分鐘。直覺趕快寫一寫就好了XD。最重要的是專業測驗的部分。專業測驗總共1小時。考的題目不會太難，可是題目滿多的。因為我還有卡住一下，所以大概花50~55分鐘寫完，剩下時間用來檢查。專業會考SQL語法、邏輯、統計指標的公式(EX:recall、F1-score)、python語法、軟體開發流程、計算歸一化的值、網路攻擊手法、分析給的資料、數據分析師應該具備甚麼能力。上述項目大概考1~2題。但大家也不用太擔心考太爛怎辦。因為我自己寫的時候滿多題也不太確定。但最後還是有拿到offer。所以最重要的還是面試過程要擄獲主管的心!!!考試甚麼的只是加分用(?。一面問題？一面會有3個主管(副理、人資主管、直屬主管)+1個人資。大概只有30分鐘的面試時間。很短，所以面試回答很重要!。問題如下:。1. 自我介紹。2. 有沒有修過行銷或營運方面的課?。3. 比較喜歡甚麼樣的工作環境?。4. 預期薪資是怎麼評估的?。5. 還有面試甚麼公司?都在台中嗎?。6. 有特別找甚麼領域的數據分析嗎?。7. 可以接受工作內容不只有數據分析嗎?。8. 畢業後到現在，中間的時間都做了甚麼?。二面問題？二面前會先給數據分析的情境題要分析。二面當天要用簡報的方式呈現，約10分鐘。簡報的內容必須含自我介紹、為什麼想在裕隆日產當數據分析工程師、情境題。二面有6位主管+2位人資。面試時間大約也只有30-35分鐘(含10分鐘簡報)。問題如下:。1. 畢業後這段時間都做甚麼。2. 為什麼沒想過畢業後學的這些東西在學校當學生的時候就把他學起來。3. 3-5年的規劃。4. 有沒有其他問題。5. 為什麼論文是用SAS分析，而不是用其他工具?。公司在苗栗三義。個人覺得對不會開車的人來說交通上滿不方便。因為剛好家人有空所以才沒有在通勤上太困擾。一面的時候，有滿多應徵的人。我那時候有大概5.6位都是來面試的。原本以為大家都面同一個職缺。但後來發現大家都面不同的職缺。所以面試的時候就專心在自己的表現就好。然後一面是在吃完午餐後就開始。建議午餐不要吃太飽。不然面試的時候腦袋會打結。反正面試時間很短。要吃等面試完再出去大吃一頓都可以。二面的時候，原本是2:00就要開始，。但不知為啥delay到2:30才開始。那時候滿緊張的，後來有另一個面試的人也進來等待室。想說與其在那邊緊張不如和別人聊天好了XD。聊一下發現她是面試別的職缺。也有情境題要呈現。所以應該這間公司的複試都會有情境題要應徵者去想辦法。二面的時候人資原本跟我說大概是3.4位主管。結果一走進去發現怎麼這麼多人!!!。但面試的時候只會有少數1、2個主管負責提問，。其他主管幾乎是不太會發言。不過一排人坐在前面的時候真的滿緊張。尤其傳產面試的特性會有個不太好的習慣是會稍稍挫挫你的銳氣。所以建議要面試的人先做好一點心理準備。被問到比較尖銳的問題的時候要冷靜。先不要生氣或驚慌。可以反問主管也可以針對主管問的回答。個人在一面的時候主管說了滿多會讓我以為我要被刷掉的話。回家的時候還跟家人說涼了XD。但大概3天後就收到複試的邀約。另外汽車業的薪資結構是月薪低年薪高。所以可以評估一下再決定要不要接受這個offer,0,0,0,4,0,0,0,0,11,1,1,1,0,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,2,0,0,0,3,0,8,16,10,1561
23,實習,2023.04.07,2023-04,2022.06,先簡單自我介紹已經學經歷交代完。分享過去工作經驗已經學生時期的打工經驗 中華汽車廠區很大 工作環境不錯 不是一般工廠的感覺 可以進去這種大公司實習很吸引即將出社會的我 大約花費1小時左右 簡報時間約10-15分鐘 而後有兩個主管面試 相談甚歡。請簡單自我介紹？照實回答。工作機會與實習機會很多 可以好好考慮進去磨練自己 裏面的人感覺很好相處 畢竟是大公司又是幸福企業有很多東西可以學習 提升自己,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,1,3,200
24,職員,2023.04.06,2023-04,2015.01,面試過程就是聊過往的工作經驗。有沒有專業筆試是我忘記了。但是有英文的測試。好像要有500分左右的多益等級吧。我英文比較爛所以這關過不了。後續公司還有打電話給我。請我回去補考。但當時已經有找到其他公司就沒有回去考試了。過往經驗？準備PPT報告過往經驗。主管也會問一些東西。只需要照實回答即可。這家公司感覺穩穩定定。附近我記得沒啥東西。應該很好存錢。該有的福利都有。就只有英文的部分需要加強一點。其他部分就還好,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,2,1,1,206
25,會計助理,2023.04.02,2023-04,2023.01,面試主管先自我介紹，剛開始先介紹公司業務及應徵的工作內容，還有福利及之後工作可能會遇到的問題，有談到自己以前的工作內容，平常主要是記帳、稅務申報方面的工作，日常也是需要處理行政事務，以往是處理外帳部分，自己目前也有自費持續進修會計課程。目前做的工作內容？照實回答。每一次面試都是累積自己與人應對的自信，不確定的問題保持開放態度，可以加入自己的想法，禮貌、自信，相信一定能早日進入適合自己的公司。,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,1,7,197
26,暑期實習生,2023.03.04,2023-03,2020.06,職位：暑期實習【產銷資訊管理類】。面試前會有基本性向測試與個人資料填寫，在面試室使用公用電腦內部系統網頁填寫。面試主管者為之後實習單位的實習生管理者，攜帶履歷介紹個人簡介與在學經歷，主管簡介所屬單位以及工作內容，並詢問對工作內容的想法，整體流程順暢與制度明確。主管簡介了目前想要實習生協助的工作項目內容，問當下是否有解決辦法或任何想法？如實回答，以自身相關的經驗嘗試解決。公司制度完善，面試不用過於緊張，盡力闡述自身相關經驗即可。個人經驗是專業問題的詢問不會過於詳細，個人特質與相關經驗可能較重要。,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,8,3,0,0,0,0,0,1,4,4,249
